Фамилия;Имя;Отчество;Пароль;Email;Город;maildisplay;Факультет;Группа;Курс
Попов;Мария;Николаевна;4098;Popov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Кириллов;Ксения;Николаевна;4748;Kirillov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Чернов;Ирина;Кирилловна;4913;Chernov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Соколов;Виктория;Максимовна;6489;Sokolov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Попов;Вера;Петровна;3708;Popov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Королев;Максим;Сергеевич;7879;Korolev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Куликов;Михаил;Сергеевич;6385;Kulikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Дорофеев;Андрей;Иванович;4209;Dorofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Чернов;Кирилл;Арсеньевич;7999;Chernov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Козлов;Екатерина;Романовна;6123;Kozlov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Макаров;Виктория;Алексеевна;9803;Makarov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Панфилов;Ирина;Арсеньевна;4997;Panfilov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Прохоров;Виктор;Егорович;4349;Prohorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Новиков;Мария;Алексеевна;3017;Novikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Тимофеев;Петр;Максимович;5119;Timofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Тимофеев;Татьяна;Арсеньевна;2651;Timofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Волков;Кирилл;Иванович;6787;Volkov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Кузнецов;Владимир;Романович;8484;Kuznetsov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Морозов;Сергей;Викторович;2542;Morozov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Кузнецов;Алиса;Сергеевна;2389;Kuznetsov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Королев;Виктория;Романовна;4539;Korolev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Соболев;Наталья;Андреевна;2002;Sobolev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Волков;Роман;Федорович;9945;Volkov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Рябов;Петр;Михайлович;4092;Rjabov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Орлов;Полина;Викторовна;5033;Orlov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Андреев;Ирина;Максимовна;6762;Andreev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Жуков;Анна;Максимовна;3593;Zhukov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Андреев;Егор;Михайлович;4829;Andreev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Козлов;Артем;Иванович;4744;Kozlov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Иванов;Татьяна;Романовна;4604;Ivanov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Чернов;Иван;Иванович;1829;Chernov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Панфилов;Ирина;Егоровна;4213;Panfilov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Кириллов;Дмитрий;Егорович;2535;Kirillov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Петров;Татьяна;Кирилловна;9094;Petrov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Дорофеев;Артем;Николаевич;9948;Dorofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Плотников;Виктория;Романовна;1755;Plotnikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Филиппов;Вера;Андреевна;2049;Filippov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Прохоров;Полина;Андреевна;8885;Prohorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Тарасов;Елена;Викторовна;1393;Tarasov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Филиппов;Федор;Иванович;4013;Filippov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Макаров;Наталья;Викторовна;9478;Makarov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Сидоров;Федор;Михайлович;9753;Sidorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Панфилов;Артем;Федорович;2286;Panfilov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Филиппов;Петр;Дмитриевич;3098;Filippov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Макаров;Роман;Егорович;4625;Makarov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Козлов;Ирина;Андреевна;6261;Kozlov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Ковалев;Егор;Арсеньевич;8468;Kovalev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Кузнецов;Алиса;Максимовна;2185;Kuznetsov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Борисов;Михаил;Федорович;1062;Borisov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Сафонов;Петр;Кириллович;4276;Safonov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Соколов;Артем;Кириллович;8465;Sokolov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Михайлов;Петр;Кириллович;6322;Mihajlov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Кузнецов;Михаил;Кириллович;2556;Kuznetsov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Ковалев;Виктор;Егорович;1082;Kovalev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Егоров;Виктория;Андреевна;1736;Egorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Григорьев;Андрей;Михайлович;8545;Grigor'ev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Куликов;Дарья;Егоровна;9861;Kulikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Морозов;Сергей;Дмитриевич;4826;Morozov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Козлов;Полина;Алексеевна;5181;Kozlov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Фёдоров;Дарья;Сергеевна;6401;Fedorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Кириллов;Анна;Дмитриевна;6764;Kirillov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Андреев;Анна;Николаевна;4757;Andreev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Панфилов;Роман;Арсеньевич;2458;Panfilov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Борисов;Мария;Дмитриевна;3490;Borisov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Андреев;Андрей;Кириллович;5240;Andreev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Попов;Виктория;Ивановна;9379;Popov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Дорофеев;Вера;Викторовна;5534;Dorofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Андреев;Роман;Кириллович;8382;Andreev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Фёдоров;Петр;Петрович;7204;Fedorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Соколов;Кирилл;Андреевич;9105;Sokolov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Плотников;Полина;Романовна;2111;Plotnikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Дорофеев;Федор;Егорович;4873;Dorofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Соболев;Роман;Алексеевич;2518;Sobolev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Кириллов;Иван;Петрович;2880;Kirillov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Козлов;Мария;Романовна;4397;Kozlov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Морозов;Федор;Викторович;1938;Morozov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Морозов;Светлана;Федоровна;8878;Morozov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Куликов;Татьяна;Викторовна;3289;Kulikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Кириллов;Иван;Андреевич;7598;Kirillov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Белов;Мария;Романовна;6097;Belov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Макаров;Татьяна;Романовна;6986;Makarov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Иванов;Дарья;Ивановна;7363;Ivanov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Иванов;Юлия;Ивановна;9545;Ivanov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Панфилов;Татьяна;Федоровна;5423;Panfilov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Соколов;Юлия;Викторовна;1479;Sokolov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Королев;Роман;Андреевич;3939;Korolev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Прохоров;Федор;Викторович;4775;Prohorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Макаров;Сергей;Арсеньевич;6384;Makarov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Егоров;Анна;Кирилловна;5386;Egorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Егоров;Вера;Михайловна;4412;Egorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Прохоров;Мария;Сергеевна;3931;Prohorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Сафонов;Артем;Егорович;2366;Safonov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Козлов;Вера;Арсеньевна;4102;Kozlov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Мартынов;Андрей;Арсеньевич;3772;Martynov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Рябов;Михаил;Николаевич;9455;Rjabov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Борисов;Татьяна;Алексеевна;3148;Borisov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Андреев;Анна;Романовна;8732;Andreev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Новиков;Ирина;Дмитриевна;1343;Novikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Новиков;Дмитрий;Петрович;2760;Novikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Тимофеев;Михаил;Дмитриевич;3777;Timofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Новиков;Виктория;Арсеньевна;1032;Novikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Плотников;Наталья;Алексеевна;7043;Plotnikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Макаров;Артем;Иванович;4299;Makarov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Волков;Дарья;Романовна;9540;Volkov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Козлов;Федор;Кириллович;2031;Kozlov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Прохоров;Юлия;Андреевна;1391;Prohorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Волков;Артем;Арсеньевич;4024;Volkov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Иванов;Виктория;Дмитриевна;4025;Ivanov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Прохоров;Егор;Арсеньевич;5988;Prohorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Филиппов;Николай;Максимович;5238;Filippov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Чернов;Федор;Арсеньевич;5325;Chernov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Чернов;Ольга;Викторовна;6638;Chernov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Семенов;Иван;Михайлович;1851;Semenov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Дорофеев;Федор;Иванович;6073;Dorofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Григорьев;Светлана;Федоровна;7562;Grigor'ev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Фёдоров;Мария;Федоровна;4613;Fedorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Григорьев;Егор;Дмитриевич;3043;Grigor'ev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Дорофеев;Ирина;Петровна;1847;Dorofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Кузнецов;Артем;Алексеевич;6224;Kuznetsov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Кириллов;Иван;Федорович;2244;Kirillov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Петров;Виктория;Дмитриевна;7665;Petrov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Борисов;Дарья;Михайловна;5865;Borisov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Фёдоров;Дмитрий;Андреевич;8937;Fedorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Жуков;Максим;Сергеевич;1748;Zhukov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Ковалев;Федор;Дмитриевич;9053;Kovalev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Волков;Татьяна;Егоровна;5963;Volkov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Сидоров;Вера;Арсеньевна;5258;Sidorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Морозов;Анна;Федоровна;9066;Morozov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Волков;Роман;Арсеньевич;2123;Volkov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Семенов;Юлия;Егоровна;1569;Semenov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Попов;Елена;Викторовна;3715;Popov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Егоров;Артем;Егорович;9789;Egorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Филиппов;Сергей;Петрович;3103;Filippov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Волков;Екатерина;Николаевна;8403;Volkov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Соболев;Ирина;Петровна;9103;Sobolev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Климов;Петр;Петрович;5851;Klimov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Макаров;Михаил;Михайлович;2974;Makarov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Белов;Дмитрий;Максимович;9930;Belov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Соболев;Максим;Дмитриевич;7683;Sobolev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Тимофеев;Егор;Дмитриевич;7296;Timofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Панфилов;Ольга;Алексеевна;7368;Panfilov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Борисов;Сергей;Арсеньевич;6187;Borisov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Тимофеев;Дарья;Викторовна;1491;Timofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Тарасов;Николай;Михайлович;5812;Tarasov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Петров;Кирилл;Кириллович;9325;Petrov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Егоров;Мария;Романовна;1990;Egorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Сафонов;Кирилл;Федорович;1555;Safonov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Жуков;Николай;Максимович;4538;Zhukov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Панфилов;Юлия;Викторовна;3000;Panfilov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Михайлов;Михаил;Егорович;3815;Mihajlov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Ковалев;Николай;Максимович;8408;Kovalev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Прохоров;Виктор;Викторович;6444;Prohorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Семенов;Полина;Викторовна;8677;Semenov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
